title,year,rating,actors,duration,url
Léolo,1992,7.5,"['Maxime Collin', ' Ginette Reno', ' Gilbert Sicotte', ' Julien Guiomar']",107,https://www.imdb.com/title/tt0104782/
Tito i ja,1992,8.0,"['Dimitrije Vojnov', ' Lazar Ristovski', ' Predrag Miki Manojlovic', ' Anica Dobra']",118,https://www.imdb.com/title/tt0105602/
Mi nismo andjeli,1992,8.4,"['Nikola Kojo', ' Milena Pavlovic', ' Branka Katic', ' Srdjan Zika Todorovic']",98,https://www.imdb.com/title/tt0104860/
Noises Off...,1992,7.5,"['Michael Caine', ' Carol Burnett', ' Denholm Elliott', ' Julie Hagerty']",101,https://www.imdb.com/title/tt0105017/
Thevar Magan,1992,8.7,"['Kamal Haasan', ' Shivaji Ganesan', ' Nassar', ' Revathi']",145,https://www.imdb.com/title/tt0105575/
Of Mice and Men,1992,7.5,"['John Malkovich', ' Gary Sinise', ' Ray Walston', ' Casey Siemaszko']",115,https://www.imdb.com/title/tt0105046/
Aladdin,1992,8.0,"['Scott Weinger', ' Robin Williams', ' Linda Larkin', ' Jonathan Freeman']",90,https://www.imdb.com/title/tt0103639/
Scent of a Woman,1992,8.0,"['Al Pacino', ' Chris ODonnell', ' James Rebhorn', ' Gabrielle Anwar']",156,https://www.imdb.com/title/tt0105323/
Army of Darkness,1992,7.5,"['Bruce Campbell', ' Embeth Davidtz', ' Marcus Gilbert', ' Ian Abercrombie']",81,https://www.imdb.com/title/tt0106308/
The Player,1992,7.5,"['Tim Robbins', ' Greta Scacchi', ' Fred Ward', ' Whoopi Goldberg']",124,https://www.imdb.com/title/tt0105151/
Jo Jeeta Wohi Sikandar,1992,8.2,"['Aamir Khan', ' Ayesha Jhulka', ' Deepak Tijori', ' Pooja Bedi']",174,https://www.imdb.com/title/tt0104561/
Roja,1992,8.2,"['Arvind Swamy', ' Madhoo', ' Pankaj Kapur', ' Nassar']",137,https://www.imdb.com/title/tt0105271/
A League of Their Own,1992,7.3,"['Tom Hanks', ' Geena Davis', ' Lori Petty', ' Madonna']",128,https://www.imdb.com/title/tt0104694/
Reservoir Dogs,1992,8.3,"['Harvey Keitel', ' Tim Roth', ' Michael Madsen', ' Chris Penn']",99,https://www.imdb.com/title/tt0105236/
Twin Peaks: Fire Walk with Me,1992,7.3,"['Sheryl Lee', ' Ray Wise', ' Mädchen Amick', ' Dana Ashbrook']",134,https://www.imdb.com/title/tt0105665/
Husbands and Wives,1992,7.5,"['Woody Allen', ' Mia Farrow', ' Sydney Pollack', ' Judy Davis']",108,https://www.imdb.com/title/tt0104466/
Hard Boiled,1992,7.8,"['Chow YunFat', ' Tony ChiuWai Leung', ' Teresa Mo', ' Philip Chan']",128,https://www.imdb.com/title/tt0104684/
Lorenzo's Oil,1992,7.3,"['Nick Nolte', ' Susan Sarandon', ' Peter Ustinov', ' Kathleen Wilhoite']",129,https://www.imdb.com/title/tt0104756/
Bound by Honor,1993,8.0,"['Damian Chapa', ' Jesse Borrego', ' Benjamin Bratt', ' Enrique Castillo']",180,https://www.imdb.com/title/tt0106469/
Sonatine,1993,7.5,"['Takeshi Kitano', ' Aya Kokumai', ' Tetsu Watanabe', ' Masanobu Katsumura']",94,https://www.imdb.com/title/tt0108188/
Siu nin Wong Fei Hung chi: Tit ma lau,1993,7.5,"['Rongguang Yu', ' Donnie Yen', ' Jean Wang', ' SzeMan Tsang']",90,https://www.imdb.com/title/tt0108148/
Rudy,1993,7.5,"['Sean Astin', ' Jon Favreau', ' Ned Beatty', ' Greta Lind']",114,https://www.imdb.com/title/tt0108002/
A Perfect World,1993,7.5,"['Kevin Costner', ' Clint Eastwood', ' Laura Dern', ' TJ Lowther']",138,https://www.imdb.com/title/tt0107808/
Groundhog Day,1993,8.0,"['Bill Murray', ' Andie MacDowell', ' Chris Elliott', ' Stephen Tobolowsky']",101,https://www.imdb.com/title/tt0107048/
Menace II Society,1993,7.5,"['Tyrin Turner', ' Larenz Tate', ' June Kyoto Lu', ' Toshi Toda']",97,https://www.imdb.com/title/tt0107554/
Tombstone,1993,7.8,"['Kurt Russell', ' Val Kilmer', ' Sam Elliott', ' Bill Paxton']",130,https://www.imdb.com/title/tt0108358/
The Nightmare Before Christmas,1993,8.0,"['Danny Elfman', ' Chris Sarandon', ' Catherine OHara', ' William Hickey']",76,https://www.imdb.com/title/tt0107688/
True Romance,1993,7.9,"['Christian Slater', ' Patricia Arquette', ' Dennis Hopper', ' Val Kilmer']",119,https://www.imdb.com/title/tt0108399/
Trois couleurs: Bleu,1993,7.9,"['Juliette Binoche', ' Zbigniew Zamachowski', ' Julie Delpy', ' Benoît Régent']",94,https://www.imdb.com/title/tt0108394/
Jûbê ninpûchô,1993,7.9,"['Kôichi Yamadera', ' Emi Shinohara', ' Takeshi Aono', ' Osamu Saka']",94,https://www.imdb.com/title/tt0107692/
Carlito's Way,1993,7.9,"['Al Pacino', ' Sean Penn', ' Penelope Ann Miller', ' John Leguizamo']",144,https://www.imdb.com/title/tt0106519/
Dragon Ball Z: The Burning Battles,1993,7.5,"['Bin Shimada', ' Masako Nozawa', ' Ryô Horikawa', ' Iemasa Kayumi']",72,https://www.imdb.com/title/tt0142242/
Fresa y chocolate,1993,7.4,"['Jorge Perugorría', ' Vladimir Cruz', ' Mirta Ibarra', ' Francisco Gattorno']",108,https://www.imdb.com/title/tt0106966/
Stalingrad,1993,7.5,"['Dominique Horwitz', ' Thomas Kretschmann', ' Jochen Nickel', ' Sebastian Rudolph']",134,https://www.imdb.com/title/tt0108211/
Ba wang bie ji,1993,8.1,"['Leslie Cheung', ' Fengyi Zhang', ' Gong Li', ' You Ge']",171,https://www.imdb.com/title/tt0106332/
In the Name of the Father,1993,8.1,"['Daniel DayLewis', ' Pete Postlethwaite', ' Alison Crosbie', ' Philip King']",133,https://www.imdb.com/title/tt0107207/
Jurassic Park,1993,8.1,"['Sam Neill', ' Laura Dern', ' Jeff Goldblum', ' Richard Attenborough']",127,https://www.imdb.com/title/tt0107290/
Darr,1993,7.8,"['Juhi Chawla', ' Sunny Deol', ' Shah Rukh Khan', ' Anupam Kher']",178,https://www.imdb.com/title/tt0109555/
The Remains of the Day,1993,7.8,"['Anthony Hopkins', ' Emma Thompson', ' John Haycraft', ' Christopher Reeve']",134,https://www.imdb.com/title/tt0107943/
Naked,1993,7.8,"['David Thewlis', ' Lesley Sharp', ' Katrin Cartlidge', ' Greg Cruttwell']",131,https://www.imdb.com/title/tt0107653/
Arizona Dream,1993,7.3,"['Johnny Depp', ' Jerry Lewis', ' Faye Dunaway', ' Lili Taylor']",142,https://www.imdb.com/title/tt0106307/
The Fugitive,1993,7.8,"['Harrison Ford', ' Tommy Lee Jones', ' Sela Ward', ' Julianne Moore']",130,https://www.imdb.com/title/tt0106977/
A Bronx Tale,1993,7.8,"['Robert De Niro', ' Chazz Palminteri', ' Lillo Brancato', ' Francis Capra']",121,https://www.imdb.com/title/tt0106489/
Batman: Mask of the Phantasm,1993,7.8,"['Kevin Conroy', ' Dana Delany', ' Hart Bochner', ' Stacy Keach']",76,https://www.imdb.com/title/tt0106364/
Hum Hain Rahi Pyar Ke,1993,7.4,"['Aamir Khan', ' Juhi Chawla', ' Sharokh Bharucha', ' Kunal Khemu']",163,https://www.imdb.com/title/tt0107166/
"In weiter Ferne, so nah!",1993,7.3,"['Otto Sander', ' Bruno Ganz', ' Peter Falk', ' Horst Buchholz']",144,https://www.imdb.com/title/tt0107209/
Mâdadayo,1993,7.3,"['Tatsuo Matsumura', ' Hisashi Igawa', ' George Tokoro', ' Masayuki Yui']",134,https://www.imdb.com/title/tt0107474/
Manhattan Murder Mystery,1993,7.3,"['Woody Allen', ' Diane Keaton', ' Jerry Adler', ' Lynn Cohen']",104,https://www.imdb.com/title/tt0107507/
Much Ado About Nothing,1993,7.3,"['Kenneth Branagh', ' Emma Thompson', ' Keanu Reeves', ' Kate Beckinsale']",111,https://www.imdb.com/title/tt0107616/
The Secret Garden,1993,7.3,"['Kate Maberly', ' Maggie Smith', ' Heydon Prowse', ' Andrew Knott']",101,https://www.imdb.com/title/tt0108071/
Shadowlands,1993,7.3,"['Anthony Hopkins', ' Debra Winger', ' Julian Fellowes', ' Roddy MaudeRoxby']",131,https://www.imdb.com/title/tt0108101/
This Boy's Life,1993,7.3,"['Robert De Niro', ' Leonardo DiCaprio', ' Ellen Barkin', ' Jonah Blechman']",115,https://www.imdb.com/title/tt0108330/
The Sandlot,1993,7.8,"['Tom Guiry', ' Mike Vitar', ' Art LaFleur', ' Patrick Renna']",101,https://www.imdb.com/title/tt0108037/
King of the Hill,1993,7.4,"['Jesse Bradford', ' Jeroen Krabbé', ' Lisa Eichhorn', ' Karen Allen']",103,https://www.imdb.com/title/tt0107322/
Bad Boy Bubby,1993,7.4,"['Nicholas Hope', ' Claire Benito', ' Ralph Cotterill', ' Syd Brisbane']",114,https://www.imdb.com/title/tt0106341/
Searching for Bobby Fischer,1993,7.4,"['Joe Mantegna', ' Ben Kingsley', ' Max Pomeranc', ' Joan Allen']",109,https://www.imdb.com/title/tt0108065/
Schindler's List,1993,8.9,"['Liam Neeson', ' Ralph Fiennes', ' Ben Kingsley', ' Caroline Goodall']",195,https://www.imdb.com/title/tt0108052/
Mùi du du xanh,1993,7.4,"['Nu YênKhê Tran', ' Man San Lu', ' Thi Loc Truong', ' Anh Hoa Nguyen']",104,https://www.imdb.com/title/tt0107617/
Manichitrathazhu,1993,8.7,"['Mohanlal', ' Shobana', ' Suresh Gopi', ' Vinaya Prasad']",169,https://www.imdb.com/title/tt0214915/
Dazed and Confused,1993,7.6,"['Jason London', ' Wiley Wiggins', ' Matthew McConaughey', ' Rory Cochrane']",102,https://www.imdb.com/title/tt0106677/
Falling Down,1993,7.6,"['Michael Douglas', ' Robert Duvall', ' Barbara Hershey', ' Rachel Ticotin']",113,https://www.imdb.com/title/tt0106856/
Xi yan,1993,7.6,"['Winston Chao', ' May Chin', ' AhLei Gua', ' Sihung Lung']",106,https://www.imdb.com/title/tt0107156/
What's Eating Gilbert Grape?,1993,7.7,"['Johnny Depp', ' Leonardo DiCaprio', ' Juliette Lewis', ' Mary Steenburgen']",118,https://www.imdb.com/title/tt0108550/
Short Cuts,1993,7.7,"['Andie MacDowell', ' Julianne Moore', ' Tim Robbins', ' Bruce Davison']",188,https://www.imdb.com/title/tt0108122/
Philadelphia,1993,7.7,"['Tom Hanks', ' Denzel Washington', ' Roberta Maxwell', ' Buzz Kilman']",125,https://www.imdb.com/title/tt0107818/
The Joy Luck Club,1993,7.7,"['Tamlyn Tomita', ' Rosalind Chao', ' Kieu Chinh', ' Tsai Chin']",139,https://www.imdb.com/title/tt0107282/
Gettysburg,1993,7.7,"['Tom Berenger', ' Martin Sheen', ' Stephen Lang', ' Richard Jordan']",244,https://www.imdb.com/title/tt0107007/
The Piano,1993,7.6,"['Holly Hunter', ' Harvey Keitel', ' Sam Neill', ' Anna Paquin']",121,https://www.imdb.com/title/tt0107822/
Baazigar,1993,7.7,"['Shah Rukh Khan', ' Kajol', ' Dalip Tahil', ' Rakhee Gulzar']",175,https://www.imdb.com/title/tt0106333/
Devasuram,1993,8.7,"['Mohanlal', ' Revathi', ' Nedumudi Venu', ' Innocent']",187,https://www.imdb.com/title/tt0291855/
What's Love Got to Do with It,1993,7.3,"['Angela Bassett', ' Laurence Fishburne', ' RaéVen Kelly', ' Virginia Capers']",118,https://www.imdb.com/title/tt0108551/
Caro diario,1993,7.3,"['Nanni Moretti', ' Renato Carpentieri', ' Giovanna Bozzolo', ' Sebastiano Nardone']",100,https://www.imdb.com/title/tt0109382/
Fresh,1994,7.6,"['Sean Nelson', ' Giancarlo Esposito', ' Samuel L Jackson', ' NBushe Wright']",114,https://www.imdb.com/title/tt0109842/
Léon,1994,8.5,"['Jean Reno', ' Gary Oldman', ' Natalie Portman', ' Danny Aiello']",110,https://www.imdb.com/title/tt0110413/
Pulp Fiction,1994,8.9,"['John Travolta', ' Uma Thurman', ' Samuel L Jackson', ' Bruce Willis']",154,https://www.imdb.com/title/tt0110912/
The Sum of Us,1994,7.3,"['Jack Thompson', ' Russell Crowe', ' John Polson', ' Deborah Kennedy']",100,https://www.imdb.com/title/tt0111309/
The Shawshank Redemption,1994,9.3,"['Tim Robbins', ' Morgan Freeman', ' Bob Gunton', ' William Sadler']",142,https://www.imdb.com/title/tt0111161/
Shallow Grave,1994,7.3,"['Kerry Fox', ' Christopher Eccleston', ' Ewan McGregor', ' Ken Stott']",89,https://www.imdb.com/title/tt0111149/
Natural Born Killers,1994,7.3,"['Woody Harrelson', ' Juliette Lewis', ' Tom Sizemore', ' Rodney Dangerfield']",118,https://www.imdb.com/title/tt0110632/
Nattevagten,1994,7.3,"['Nikolaj CosterWaldau', ' Sofie Gråbøl', ' Kim Bodnia', ' Lotte Andersen']",107,https://www.imdb.com/title/tt0110631/
Once Were Warriors,1994,7.9,"['Rena Owen', ' Temuera Morrison', ' Mamaengaroa KerrBell', ' Julian Arahanga']",102,https://www.imdb.com/title/tt0110729/
Utomlennye solntsem,1994,7.9,"['Nikita Mikhalkov', ' Ingeborga Dapkunaite', ' Oleg Menshikov', ' Nadezhda Mikhalkova']",135,https://www.imdb.com/title/tt0111579/
Pred dozhdot,1994,8.0,"['Katrin Cartlidge', ' Rade Serbedzija', ' Grégoire Colin', ' Josif Josifovski']",113,https://www.imdb.com/title/tt0110882/
Little Women,1994,7.3,"['Susan Sarandon', ' Winona Ryder', ' Kirsten Dunst', ' Claire Danes']",115,https://www.imdb.com/title/tt0110367/
Jui kuen II,1994,7.6,"['Jackie Chan', ' HoSung Pak', ' Lung Ti', ' Anita Mui']",102,https://www.imdb.com/title/tt0111512/
Trois couleurs: Rouge,1994,8.1,"['Irène Jacob', ' JeanLouis Trintignant', ' Frédérique Feder', ' JeanPierre Lorit']",99,https://www.imdb.com/title/tt0111495/
Chung Hing sam lam,1994,8.1,"['Brigitte Lin', ' Takeshi Kaneshiro', ' Tony ChiuWai Leung', ' Faye Wong']",102,https://www.imdb.com/title/tt0109424/
Forrest Gump,1994,8.8,"['Tom Hanks', ' Robin Wright', ' Gary Sinise', ' Sally Field']",142,https://www.imdb.com/title/tt0109830/
La cité de la peur,1994,7.6,"['Chantal Lauby', ' Alain Chabat', ' Dominique Farrugia', ' Gérard Darmon']",100,https://www.imdb.com/title/tt0109440/
The Crow,1994,7.6,"['Brandon Lee', ' Michael Wincott', ' Rochelle Davis', ' Ernie Hudson']",102,https://www.imdb.com/title/tt0109506/
Trois couleurs: Blanc,1994,7.6,"['Zbigniew Zamachowski', ' Julie Delpy', ' Janusz Gajos', ' Jerzy Stuhr']",92,https://www.imdb.com/title/tt0111507/
Andaz Apna Apna,1994,8.1,"['Aamir Khan', ' Salman Khan', ' Raveena Tandon', ' Karisma Kapoor']",160,https://www.imdb.com/title/tt0109117/
Zire darakhatan zeyton,1994,7.8,"['Mohamad Ali Keshavarz', ' Farhad Kheradmand', ' Zarifeh Shiva', ' Hossein Rezai']",103,https://www.imdb.com/title/tt0111845/
Kabhi Haan Kabhi Naa,1994,7.8,"['Shah Rukh Khan', ' Suchitra Krishnamoorthi', ' Deepak Tijori', ' Rita Bhaduri']",158,https://www.imdb.com/title/tt0110222/
Bullets Over Broadway,1994,7.4,"['John Cusack', ' Dianne Wiest', ' Jennifer Tilly', ' Chazz Palminteri']",98,https://www.imdb.com/title/tt0109348/
Immortal Beloved,1994,7.4,"['Gary Oldman', ' Jeroen Krabbé', ' Isabella Rossellini', ' Johanna ter Steege']",121,https://www.imdb.com/title/tt0110116/
Il mostro,1994,7.4,"['Roberto Benigni', ' Michel Blanc', ' Nicoletta Braschi', ' Dominique Lavanant']",112,https://www.imdb.com/title/tt0110570/
Nobody's Fool,1994,7.4,"['Paul Newman', ' Bruce Willis', ' Jessica Tandy', ' Melanie Griffith']",110,https://www.imdb.com/title/tt0110684/
La reine Margot,1994,7.4,"['Isabelle Adjani', ' Daniel Auteuil', ' JeanHugues Anglade', ' Vincent Perez']",159,https://www.imdb.com/title/tt0110963/
Huo zhe,1994,8.3,"['You Ge', ' Gong Li', ' Ben Niu', ' Wu Jiang']",133,https://www.imdb.com/title/tt0110081/
Les roseaux sauvages,1994,7.4,"['Élodie Bouchez', ' Gaël Morel', ' Stéphane Rideau', ' Frédéric Gorny']",110,https://www.imdb.com/title/tt0111019/
Death and the Maiden,1994,7.3,"['Sigourney Weaver', ' Ben Kingsley', ' Stuart Wilson', ' Krystia Mova']",103,https://www.imdb.com/title/tt0109579/
Dumb and Dumber,1994,7.3,"['Jim Carrey', ' Jeff Daniels', ' Lauren Holly', ' Mike Starr']",107,https://www.imdb.com/title/tt0109686/
Heavenly Creatures,1994,7.3,"['Melanie Lynskey', ' Kate Winslet', ' Sarah Peirse', ' Diana Kent']",99,https://www.imdb.com/title/tt0110005/
Ed Wood,1994,7.8,"['Johnny Depp', ' Martin Landau', ' Sarah Jessica Parker', ' Patricia Arquette']",127,https://www.imdb.com/title/tt0109707/
"The Adventures of Priscilla, Queen of the Desert",1994,7.5,"['Hugo Weaving', ' Guy Pearce', ' Terence Stamp', ' Rebel PenfoldRussell']",104,https://www.imdb.com/title/tt0109045/
Hum Aapke Hain Koun..!,1994,7.5,"['Madhuri Dixit', ' Salman Khan', ' Mohnish Bahl', ' Renuka Shahane']",206,https://www.imdb.com/title/tt0110076/
Interview with the Vampire: The Vampire Chronicles,1994,7.5,"['Brad Pitt', ' Tom Cruise', ' Antonio Banderas', ' Kirsten Dunst']",123,https://www.imdb.com/title/tt0110148/
Jing wu ying xiong,1994,7.5,"['Jet Li', ' Shinobu Nakayama', ' SiuHo Chin', ' Billy Chow']",103,https://www.imdb.com/title/tt0110200/
Legends of the Fall,1994,7.5,"['Brad Pitt', ' Anthony Hopkins', ' Aidan Quinn', ' Julia Ormond']",133,https://www.imdb.com/title/tt0110322/
Quiz Show,1994,7.5,"['Ralph Fiennes', ' John Turturro', ' Rob Morrow', ' Paul Scofield']",133,https://www.imdb.com/title/tt0110932/
The Secret of Roan Inish,1994,7.5,"['Jeni Courtney', ' Eileen Colgan', ' Mick Lally', ' Pat Slowey']",103,https://www.imdb.com/title/tt0111112/
Clerks,1994,7.7,"['Brian OHalloran', ' Jeff Anderson', ' Marilyn Ghigliotti', ' Lisa Spoonauer']",92,https://www.imdb.com/title/tt0109445/
Il postino,1994,7.7,"['Massimo Troisi', ' Philippe Noiret', ' Maria Grazia Cucinotta', ' Renato Scarpa']",108,https://www.imdb.com/title/tt0110877/
Una pura formalità,1994,7.7,"['Gérard Depardieu', ' Roman Polanski', ' Sergio Rubini', ' Nicola Di Pinto']",108,https://www.imdb.com/title/tt0110917/
Heisei tanuki gassen ponpoko,1994,7.3,"['Shinchô Kokontei', ' Makoto Nonomura', ' Yuriko Ishida', ' Norihei Miki']",119,https://www.imdb.com/title/tt0110008/
Yin shi nan nu,1994,7.8,"['Sihung Lung', ' KueiMei Yang', ' YuWen Wang', ' ChienLien Wu']",124,https://www.imdb.com/title/tt0111797/
The Lion King,1994,8.5,"['Matthew Broderick', ' Jeremy Irons', ' James Earl Jones', ' Whoopi Goldberg']",88,https://www.imdb.com/title/tt0110357/
Sátántangó,1994,8.4,"['Mihály Vig', ' Putyi Horváth', ' László feLugossy', ' Éva Almássy Albert']",439,https://www.imdb.com/title/tt0111341/
The Usual Suspects,1995,8.5,"['Kevin Spacey', ' Gabriel Byrne', ' Chazz Palminteri', ' Stephen Baldwin']",106,https://www.imdb.com/title/tt0114814/
Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,1995,7.7,"['Masako Nozawa', ' Ryô Horikawa', ' Takeshi Kusao', ' Daisuke Gôri']",51,https://www.imdb.com/title/tt0142236/
Dragon Ball Z - Doragon bôru zetto: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru,1995,7.5,"['Masako Nozawa', ' Takeshi Kusao', ' Mayumi Tanaka', ' Hiromi Tsuru']",52,https://www.imdb.com/title/tt0142243/
To vlemma tou Odyssea,1995,7.6,"['Harvey Keitel', ' Maia Morgenstern', ' Erland Josephson', ' Thanasis Vengos']",176,https://www.imdb.com/title/tt0114863/
Land and Freedom,1995,7.6,"['Ian Hart', ' Rosana Pastor', ' Icíar Bollaín', ' Tom Gilroy']",109,https://www.imdb.com/title/tt0114671/
Memorîzu,1995,7.6,"['Marc Swint', ' Robbie Daymond', ' Frank Todaro', ' Laura Post']",113,https://www.imdb.com/title/tt0113799/
Die Hard: With a Vengeance,1995,7.6,"['Bruce Willis', ' Jeremy Irons', ' Samuel L Jackson', ' Graham Greene']",128,https://www.imdb.com/title/tt0112864/
Dead Man,1995,7.6,"['Johnny Depp', ' Gary Farmer', ' Crispin Glover', ' Lance Henriksen']",121,https://www.imdb.com/title/tt0112817/
The Bridges of Madison County,1995,7.6,"['Clint Eastwood', ' Meryl Streep', ' Annie Corley', ' Victor Slezak']",135,https://www.imdb.com/title/tt0112579/
Apollo 13,1995,7.6,"['Tom Hanks', ' Bill Paxton', ' Kevin Bacon', ' Gary Sinise']",140,https://www.imdb.com/title/tt0112384/
Spadikam,1995,8.6,"['Mohanlal', ' Thilakan', ' Sphadikam George', ' Urvashi']",150,https://www.imdb.com/title/tt0292246/
Welcome to the Dollhouse,1995,7.4,"['Heather Matarazzo', ' Christina Brucato', ' Victoria Davis', ' Christina Vidal']",88,https://www.imdb.com/title/tt0114906/
Smoke,1995,7.4,"['Harvey Keitel', ' William Hurt', ' Giancarlo Esposito', ' José Zúñiga']",112,https://www.imdb.com/title/tt0114478/
Seven,1995,8.6,"['Morgan Freeman', ' Brad Pitt', ' Kevin Spacey', ' Andrew Kevin Walker']",127,https://www.imdb.com/title/tt0114369/
Richard III,1995,7.4,"['Ian McKellen', ' Annette Bening', ' Christopher Bowen', ' Edward Jewesbury']",110,https://www.imdb.com/title/tt0114279/
Dolores Claiborne,1995,7.4,"['Kathy Bates', ' Jennifer Jason Leigh', ' Christopher Plummer', ' Judy Parfitt']",132,https://www.imdb.com/title/tt0109642/
Antonia,1995,7.5,"['Willeke van Ammelrooy', ' Jan Decleir', ' Veerle van Overloop', ' Els Dottermans']",102,https://www.imdb.com/title/tt0112379/
The City of Lost Children,1995,7.5,"['Ron Perlman', ' Daniel Emilfork', ' Judith Vittet', ' Dominique Pinon']",112,https://www.imdb.com/title/tt0112682/
La cérémonie,1995,7.5,"['Isabelle Huppert', ' Sandrine Bonnaire', ' Jacqueline Bisset', ' JeanPierre Cassel']",112,https://www.imdb.com/title/tt0112769/
Dead Man Walking,1995,7.5,"['Susan Sarandon', ' Sean Penn', ' Robert Prosky', ' Raymond J Barry']",122,https://www.imdb.com/title/tt0112818/
Leaving Las Vegas,1995,7.5,"['Nicolas Cage', ' Elisabeth Shue', ' Julian Sands', ' Richard Lewis']",111,https://www.imdb.com/title/tt0113627/
Living in Oblivion,1995,7.5,"['Steve Buscemi', ' Catherine Keener', ' Dermot Mulroney', ' Danielle von Zerneck']",90,https://www.imdb.com/title/tt0113677/
Maboroshi no hikari,1995,7.5,"['Makiko Esumi', ' Takashi Naitô', ' Tadanobu Asano', ' Gohki Kashiyama']",110,https://www.imdb.com/title/tt0113725/
Rangeela,1995,7.5,"['Urmila Matondkar', ' Aamir Khan', ' Jackie Shroff', ' Gulshan Grover']",142,https://www.imdb.com/title/tt0114234/
The Grass Harp,1995,7.8,"['Piper Laurie', ' Sissy Spacek', ' Walter Matthau', ' Edward Furlong']",107,https://www.imdb.com/title/tt0113211/
El día de la bestia,1995,7.4,"['Álex Angulo', ' Armando De Razza', ' Santiago Segura', ' Terele Pávez']",103,https://www.imdb.com/title/tt0112922/
Murder in the First,1995,7.3,"['Christian Slater', ' Kevin Bacon', ' Gary Oldman', ' Embeth Davidtz']",122,https://www.imdb.com/title/tt0113870/
L'uomo delle stelle,1995,7.4,"['Sergio Castellitto', ' Tiziana Lodato', ' Franco Scaldati', ' Leopoldo Trieste']",113,https://www.imdb.com/title/tt0114808/
I.D.,1995,7.3,"['Reece Dinsdale', ' Richard Graham', ' Perry Fenwick', ' Philip Glenister']",107,https://www.imdb.com/title/tt0113375/
12 Monkeys,1995,8.0,"['Bruce Willis', ' Madeleine Stowe', ' Brad Pitt', ' Joseph Melito']",129,https://www.imdb.com/title/tt0114746/
Before Sunrise,1995,8.1,"['Ethan Hawke', ' Julie Delpy', ' Andrea Eckert', ' Hanno Pöschl']",101,https://www.imdb.com/title/tt0112471/
Bombay,1995,8.1,"['Arvind Swamy', ' Manisha Koirala', ' Nassar', ' Kitty']",141,https://www.imdb.com/title/tt0112553/
Dilwale Dulhania Le Jayenge,1995,8.1,"['Shah Rukh Khan', ' Kajol', ' Amrish Puri', ' Farida Jalal']",189,https://www.imdb.com/title/tt0112870/
La haine,1995,8.1,"['Vincent Cassel', ' Hubert Koundé', ' Saïd Taghmaoui', ' Abdel Ahmed Ghili']",98,https://www.imdb.com/title/tt0113247/
Underground,1995,8.1,"['Predrag Miki Manojlovic', ' Lazar Ristovski', ' Mirjana Jokovic', ' Slavko Stimac']",170,https://www.imdb.com/title/tt0114787/
Sense and Sensibility,1995,7.7,"['Emma Thompson', ' Kate Winslet', ' James Fleet', ' Tom Wilkinson']",136,https://www.imdb.com/title/tt0114388/
A Little Princess,1995,7.7,"['Liesel Matthews', ' Eleanor Bron', ' Liam Cunningham', ' Rusty Schwimmer']",97,https://www.imdb.com/title/tt0113670/
Do lok tin si,1995,7.7,"['Leon Lai', ' Michelle Reis', ' Takeshi Kaneshiro', ' Charlie Yeung']",99,https://www.imdb.com/title/tt0112913/
Sai yau gei: Sin leui kei yun,1995,8.0,"['Stephen Chow', ' ManTat Ng', ' Athena Chu', ' Ada Choi']",98,https://www.imdb.com/title/tt0114996/
Sai yau gei: Yut gwong bou haap,1995,7.7,"['Stephen Chow', ' ManTat Ng', ' KarYing Law', ' Kit Ying Lam']",87,https://www.imdb.com/title/tt0112778/
Baasha,1995,8.3,"['Rajinikanth', ' Nagma', ' Raghuvaran', ' Vijayakumar']",145,https://www.imdb.com/title/tt0139876/
Toy Story,1995,8.3,"['Tom Hanks', ' Tim Allen', ' Don Rickles', ' Jim Varney']",81,https://www.imdb.com/title/tt0114709/
Braveheart,1995,8.3,"['Mel Gibson', ' Sophie Marceau', ' Patrick McGoohan', ' Angus Macfadyen']",178,https://www.imdb.com/title/tt0112573/
The Cure,1995,7.7,"['Joseph Mazzello', ' Brad Renfro', ' Aeryk Egan', ' Delphine French']",97,https://www.imdb.com/title/tt0112757/
Badkonake sefid,1995,7.7,"['Aida Mohammadkhani', ' Mohsen Kafili', ' Fereshteh Sadre Orafaiy', ' Anna Borkowska']",85,https://www.imdb.com/title/tt0112445/
Heat,1995,8.2,"['Al Pacino', ' Robert De Niro', ' Val Kilmer', ' Jon Voight']",170,https://www.imdb.com/title/tt0113277/
Casino,1995,8.2,"['Robert De Niro', ' Sharon Stone', ' Joe Pesci', ' James Woods']",178,https://www.imdb.com/title/tt0112641/
Love Letter,1995,7.9,"['Miho Nakayama', ' Etsushi Toyokawa', ' Bunjaku Han', ' Katsuyuki Shinohara']",117,https://www.imdb.com/title/tt0113703/
Mimi wo sumaseba,1995,7.9,"['Yoko Honna', ' Issey Takahashi', ' Takashi Tachibana', ' Shigeru Muroi']",111,https://www.imdb.com/title/tt0113824/
Mr. Holland's Opus,1995,7.3,"['Richard Dreyfuss', ' Glenne Headly', ' Jay Thomas', ' Olympia Dukakis']",143,https://www.imdb.com/title/tt0113862/
The Basketball Diaries,1995,7.3,"['Leonardo DiCaprio', ' Lorraine Bracco', ' Marilyn Sokol', ' James Madio']",102,https://www.imdb.com/title/tt0112461/
