title,year,rating,actors,duration,url
Hjartasteinn,2016,7.4,"['Baldur Einarsson', ' Blær Hinriksson', ' Diljá Valsdóttir', ' Katla Njálsdóttir']",129,https://www.imdb.com/title/tt4613254/
Divines,2016,7.4,"['Oulaya Amamra', ' Déborah Lukumuena', ' Kévin Mischel', ' Jisca Kalvanda']",105,https://www.imdb.com/title/tt4730986/
El ciudadano ilustre,2016,7.5,"['Oscar Martínez', ' Dady Brieva', ' Andrea Frigerio', ' Nora Navas']",118,https://www.imdb.com/title/tt4562518/
100 metros,2016,7.5,"['Dani Rovira', ' Karra Elejalde', ' Alexandra Jiménez', ' David Verdaguer']",108,https://www.imdb.com/title/tt5089786/
Nocturnal Animals,2016,7.5,"['Amy Adams', ' Jake Gyllenhaal', ' Michael Shannon', ' Aaron TaylorJohnson']",116,https://www.imdb.com/title/tt4550098/
Moonlight,2016,7.4,"['Mahershala Ali', ' Naomie Harris', ' Trevante Rhodes', ' Alex R Hibbert']",111,https://www.imdb.com/title/tt4975722/
Miss Sloane,2016,7.5,"['Jessica Chastain', ' Mark Strong', ' Gugu MbathaRaw', ' Michael Stuhlbarg']",132,https://www.imdb.com/title/tt4540710/
Demain tout commence,2016,7.4,"['Omar Sy', ' Clémence Poésy', ' Antoine Bertrand', ' Ashley Walters']",118,https://www.imdb.com/title/tt5078204/
Iftarlik Gazoz,2016,7.4,"['Cem Yilmaz', ' Berat Efe Parlar', ' Adam Bay', ' Ümmü Putgül']",115,https://www.imdb.com/title/tt5229228/
Paterson,2016,7.4,"['Adam Driver', ' Golshifteh Farahani', ' Nellie', ' Rizwan Manji']",118,https://www.imdb.com/title/tt5247022/
La tortue rouge,2016,7.5,"['Emmanuel Garijo', ' Tom Hudson', ' Baptiste Goy', ' Axel Devillers']",80,https://www.imdb.com/title/tt3666024/
A Monster Calls,2016,7.5,"['Lewis MacDougall', ' Sigourney Weaver', ' Felicity Jones', ' Toby Kebbell']",108,https://www.imdb.com/title/tt3416532/
Koe no katachi,2016,8.2,"['Miyu Irino', ' Saori Hayami', ' Aoi Yûki', ' Kenshô Ono']",130,https://www.imdb.com/title/tt5323662/
Toni Erdmann,2016,7.4,"['Sandra Hüller', ' Peter Simonischek', ' Michael Wittenborn', ' Thomas Loibl']",162,https://www.imdb.com/title/tt4048272/
The Nice Guys,2016,7.4,"['Russell Crowe', ' Ryan Gosling', ' Angourie Rice', ' Matt Bomer']",116,https://www.imdb.com/title/tt3799694/
Theri,2016,7.4,"['Joseph Vijay', ' Samantha Ruth Prabhu', ' Amy Jackson', ' Baby Nainika']",157,https://www.imdb.com/title/tt5440700/
Snowden,2016,7.3,"['Joseph GordonLevitt', ' Shailene Woodley', ' Melissa Leo', ' Zachary Quinto']",134,https://www.imdb.com/title/tt3774114/
Umi yori mo mada fukaku,2016,7.4,"['Hiroshi Abe', ' Yôko Maki', ' Satomi Kobayashi', ' Lily Franky']",118,https://www.imdb.com/title/tt5294966/
Hacksaw Ridge,2016,8.1,"['Andrew Garfield', ' Sam Worthington', ' Luke Bracey', ' Teresa Palmer']",139,https://www.imdb.com/title/tt2119532/
Fantastic Beasts and Where to Find Them,2016,7.3,"['Eddie Redmayne', ' Katherine Waterston', ' Alison Sudol', ' Dan Fogler']",132,https://www.imdb.com/title/tt3183660/
Gokseong,2016,7.5,"['Jun Kunimura', ' Jungmin Hwang', ' Kwak Dowon', ' Woohee Chun']",156,https://www.imdb.com/title/tt5215952/
The Fundamentals of Caring,2016,7.3,"['Craig Roberts', ' Paul Rudd', ' Selena Gomez', ' Alex Huff']",97,https://www.imdb.com/title/tt2452386/
The Conjuring 2,2016,7.3,"['Vera Farmiga', ' Patrick Wilson', ' Madison Wolfe', ' Frances OConnor']",134,https://www.imdb.com/title/tt3065204/
The Accountant,2016,7.3,"['Ben Affleck', ' Anna Kendrick', ' JK Simmons', ' Jon Bernthal']",128,https://www.imdb.com/title/tt2140479/
The Edge of Seventeen,2016,7.3,"['Hailee Steinfeld', ' Haley Lu Richardson', ' Blake Jenner', ' Kyra Sedgwick']",104,https://www.imdb.com/title/tt1878870/
Sully,2016,7.4,"['Tom Hanks', ' Aaron Eckhart', ' Laura Linney', ' Valerie Mahaffey']",96,https://www.imdb.com/title/tt3263904/
Sanam Teri Kasam,2016,7.5,"['Harshvardhan Rane', ' Mawra Hocane', ' Vijay Raaz', ' Murli Sharma']",154,https://www.imdb.com/title/tt5255710/
Aquarius,2016,7.5,"['Sônia Braga', ' Maeve Jinkings', ' Irandhir Santos', ' Humberto Carrão']",146,https://www.imdb.com/title/tt5221584/
A Street Cat Named Bob,2016,7.4,"['Luke Treadaway', ' Bob the Cat', ' Ruta Gedmintas', ' Joanne Froggatt']",103,https://www.imdb.com/title/tt3606888/
Finding Dory,2016,7.3,"['Ellen DeGeneres', ' Albert Brooks', ' Ed ONeill', ' Kaitlin Olson']",97,https://www.imdb.com/title/tt2277860/
Abad va yek rooz,2016,8.2,"['Payman Maadi', ' Navid Mohammadzadeh', ' Parinaz Izadyar', ' Shabnam Moghadami']",112,https://www.imdb.com/title/tt5460658/
Chalard games goeng,2017,7.6,"['Chutimon Chuengcharoensukying', ' Eisaya Hosuwan', ' Teeradon Supapunpinyo', ' Chanon Santinatornkul']",130,https://www.imdb.com/title/tt6788942/
Taeksi woonjunsa,2017,7.9,"['Kangho Song', ' Thomas Kretschmann', ' HaeJin Yoo', ' Ryu JunYeol']",137,https://www.imdb.com/title/tt6878038/
Nelyubov,2017,7.6,"['Maryana Spivak', ' Aleksey Rozin', ' Matvey Novikov', ' Marina Vasileva']",127,https://www.imdb.com/title/tt6304162/
Call Me by Your Name,2017,7.9,"['Armie Hammer', ' Timothée Chalamet', ' Michael Stuhlbarg', ' Amira Casar']",132,https://www.imdb.com/title/tt5726616/
The Florida Project,2017,7.6,"['Brooklynn Prince', ' Bria Vinaite', ' Willem Dafoe', ' Christopher Rivera']",111,https://www.imdb.com/title/tt5649144/
The Ghazi Attack,2017,7.6,"['Rana Daggubati', ' Kay Kay Menon', ' Atul Kulkarni', ' Om Puri']",116,https://www.imdb.com/title/tt6299040/
Thor: Ragnarok,2017,7.9,"['Chris Hemsworth', ' Tom Hiddleston', ' Cate Blanchett', ' Mark Ruffalo']",130,https://www.imdb.com/title/tt3501632/
Take Off,2017,8.2,"['Parvathy Thiruvothu', ' Fahadh Faasil', ' Kunchacko Boban', ' Prakash Belawadi']",139,https://www.imdb.com/title/tt6315524/
Hindi Medium,2017,7.9,"['Irrfan Khan', ' Saba Qamar', ' Dishita Sehgal', ' Deepak Dobriyal']",132,https://www.imdb.com/title/tt5764096/
Aloko Udapadi,2017,9.0,"['Uddika Premarathna', ' Dilhani Ekanayake', ' Roshan Ravindra', ' Menaka Peiris']",113,https://www.imdb.com/title/tt5963218/
Ayla: The Daughter of War,2017,8.4,"['Çetin Tekindor', ' Ismail Hacioglu', ' Kyungjin Lee', ' Kim Seol']",125,https://www.imdb.com/title/tt6316138/
Angamaly Diaries,2017,8.0,"['Antony Varghese', ' Reshma Rajan', ' Binny Rinky Benjamin', ' Amrutha Anna Reji']",132,https://www.imdb.com/title/tt6167894/
Wonder Woman,2017,7.4,"['Gal Gadot', ' Chris Pine', ' Robin Wright', ' Lucy Davis']",141,https://www.imdb.com/title/tt0451279/
Un lugar en el Caribe,2017,7.5,"['José Zúñiga', ' Gabriela de la Garza', ' Lali Gonzalez', ' Rodrigo Guirao Díaz']",114,https://www.imdb.com/title/tt4360094/
John Wick: Chapter 2,2017,7.5,"['Keanu Reeves', ' Riccardo Scamarcio', ' Ian McShane', ' Ruby Rose']",122,https://www.imdb.com/title/tt4425200/
Au revoir là-haut,2017,7.5,"['Nahuel Pérez Biscayart', ' Albert Dupontel', ' Laurent Lafitte', ' Niels Arestrup']",117,https://www.imdb.com/title/tt5258850/
Wonder,2017,8.0,"['Jacob Tremblay', ' Owen Wilson', ' Izabela Vidovic', ' Julia Roberts']",113,https://www.imdb.com/title/tt2543472/
The Big Sick,2017,7.5,"['Kumail Nanjiani', ' Zoe Kazan', ' Holly Hunter', ' Ray Romano']",120,https://www.imdb.com/title/tt5462602/
"I, Tonya",2017,7.5,"['Margot Robbie', ' Sebastian Stan', ' Allison Janney', ' Julianne Nicholson']",119,https://www.imdb.com/title/tt5580036/
Coco,2017,8.4,"['Anthony Gonzalez', ' Gael García Bernal', ' Benjamin Bratt', ' Alanna Ubach']",105,https://www.imdb.com/title/tt2380307/
Phantom Thread,2017,7.5,"['Vicky Krieps', ' Daniel DayLewis', ' Lesley Manville', ' Julie Vollono']",130,https://www.imdb.com/title/tt5776858/
Jusqu'à la garde,2017,7.5,"['Léa Drucker', ' Denis Ménochet', ' Thomas Gioria', ' Mathilde Auneveux']",93,https://www.imdb.com/title/tt6002232/
Mukkabaaz,2017,8.0,"['Vineet Kumar Singh', ' Jimmy Sheirgill', ' Zoya Hussain', ' Ravi Kishan']",154,https://www.imdb.com/title/tt7180544/
Blade Runner 2049,2017,8.0,"['Harrison Ford', ' Ryan Gosling', ' Ana de Armas', ' Dave Bautista']",164,https://www.imdb.com/title/tt1856101/
Thondimuthalum Dhriksakshiyum,2017,8.2,"['Fahadh Faasil', ' Suraj Venjaramoodu', ' Nimisha Sajayan', ' Alencier Ley Lopez']",135,https://www.imdb.com/title/tt5906392/
Gi-eok-ui bam,2017,7.5,"['Kang HaNeul', ' Yeon Je Hyung', ' MuYeol Kim', ' Nara Lee']",108,https://www.imdb.com/title/tt7057496/
Theeran Adhigaaram Ondru,2017,8.3,"['Karthi', ' Rakul Preet Singh', ' Abhimanyu Singh', ' Bose Venkat']",157,https://www.imdb.com/title/tt7060460/
Vikram Vedha,2017,8.3,"['Madhavan', ' Vijay Sethupathi', ' Shraddha Srinath', ' Kathir']",147,https://www.imdb.com/title/tt6148156/
The Greatest Showman,2017,7.6,"['Hugh Jackman', ' Michelle Williams', ' Zac Efron', ' Zendaya']",105,https://www.imdb.com/title/tt1485796/
Only the Brave,2017,7.6,"['Josh Brolin', ' Miles Teller', ' Jeff Bridges', ' Jennifer Connelly']",134,https://www.imdb.com/title/tt3829920/
Baby Driver,2017,7.6,"['Ansel Elgort', ' Jon Bernthal', ' Jon Hamm', ' Eiza González']",113,https://www.imdb.com/title/tt3890160/
Guardians of the Galaxy Vol. 2,2017,7.6,"['Chris Pratt', ' Zoe Saldana', ' Dave Bautista', ' Vin Diesel']",136,https://www.imdb.com/title/tt3896198/
Gifted,2017,7.6,"['Chris Evans', ' Mckenna Grace', ' Lindsay Duncan', ' Octavia Spencer']",101,https://www.imdb.com/title/tt4481414/
Teströl és lélekröl,2017,7.6,"['Alexandra Borbély', ' Géza Morcsányi', ' Réka Tenki', ' Zoltán Schneider']",116,https://www.imdb.com/title/tt5607714/
The Rider,2017,7.5,"['Brady Jandreau', ' Mooney', ' Tim Jandreau', ' Lilly Jandreau']",104,https://www.imdb.com/title/tt6217608/
Bareilly Ki Barfi,2017,7.5,"['Ayushmann Khurrana', ' Kriti Sanon', ' Rajkummar Rao', ' Pankaj Tripathi']",116,https://www.imdb.com/title/tt6967980/
Newton,2017,7.7,"['Rajkummar Rao', ' Pankaj Tripathi', ' Anjali Patil', ' Raghuvir Yadav']",106,https://www.imdb.com/title/tt6484982/
Maanagaram,2017,8.2,"['Sundeep Kishan', ' Sri', ' Regina Cassandra', ' Charlie']",137,https://www.imdb.com/title/tt5559528/
Foxtrot,2017,7.3,"['Lior Ashkenazi', ' Sarah Adler', ' Yonaton Shiray', ' Shira Haas']",113,https://www.imdb.com/title/tt6896536/
Logan,2017,8.1,"['Hugh Jackman', ' Patrick Stewart', ' Dafne Keen', ' Boyd Holbrook']",137,https://www.imdb.com/title/tt3315342/
Shaadi Mein Zaroor Aana,2017,7.6,"['Rajkummar Rao', ' Kriti Kharbanda', ' KK Raina', ' Alka Amin']",137,https://www.imdb.com/title/tt7469726/
Dunkirk,2017,7.8,"['Fionn Whitehead', ' Barry Keoghan', ' Mark Rylance', ' Tom Hardy']",106,https://www.imdb.com/title/tt5013056/
Vremya pervykh,2017,7.3,"['Evgeniy Mironov', ' Konstantin Khabenskiy', ' Vladimir Ilin', ' Anatoliy Kotenyov']",137,https://www.imdb.com/title/tt6673840/
Paddington 2,2017,7.8,"['Ben Whishaw', ' Hugh Grant', ' Hugh Bonneville', ' Sally Hawkins']",103,https://www.imdb.com/title/tt4468740/
Brigsby Bear,2017,7.3,"['Kyle Mooney', ' Jorge Lendeborg Jr', ' Matt Walsh', ' Michaela Watkins']",97,https://www.imdb.com/title/tt5805752/
Mom,2017,7.3,"['Sridevi', ' Sajal Ali', ' Akshaye Khanna', ' Adnan Siddiqui']",146,https://www.imdb.com/title/tt5690142/
Tuntematon sotilas,2017,7.8,"['Eero Aho', ' Johannes Holopainen', ' Jussi Vatanen', ' Aku Hirviniemi']",180,https://www.imdb.com/title/tt4065552/
The Shape of Water,2017,7.3,"['Sally Hawkins', ' Octavia Spencer', ' Michael Shannon', ' Doug Jones']",123,https://www.imdb.com/title/tt5580390/
Detroit,2017,7.3,"['John Boyega', ' Anthony Mackie', ' Algee Smith', ' Jacob Latimore']",143,https://www.imdb.com/title/tt5390504/
Marshall,2017,7.3,"['Chadwick Boseman', ' Josh Gad', ' Kate Hudson', ' Sterling K Brown']",118,https://www.imdb.com/title/tt5301662/
Un sac de billes,2017,7.3,"['Dorian Le Clech', ' Batyste Fleurial', ' Patrick Bruel', ' Elsa Zylberstein']",110,https://www.imdb.com/title/tt5091612/
Kincsem,2017,7.3,"['Ervin Nagy', ' Andrea Petrik', ' Tibor Gáspár', ' József Gyabronka']",121,https://www.imdb.com/title/tt4964310/
Cheong-nyeon-gyeong-chal,2017,7.3,"['Seo Jun Park', ' Kang HaNeul', ' Haseon Park', ' Dongil Sung']",109,https://www.imdb.com/title/tt7056732/
The Death of Stalin,2017,7.3,"['Steve Buscemi', ' Simon Russell Beale', ' Jeffrey Tambor', ' Andrea Riseborough']",107,https://www.imdb.com/title/tt4686844/
Shot Caller,2017,7.3,"['Nikolaj CosterWaldau', ' Omari Hardwick', ' Lake Bell', ' Jon Bernthal']",121,https://www.imdb.com/title/tt4633690/
The Lego Batman Movie,2017,7.3,"['Will Arnett', ' Michael Cera', ' Rosario Dawson', ' Ralph Fiennes']",104,https://www.imdb.com/title/tt4116284/
Okja,2017,7.3,"['Tilda Swinton', ' Paul Dano', ' Seohyun Ahn', ' Jake Gyllenhaal']",120,https://www.imdb.com/title/tt3967856/
The Disaster Artist,2017,7.3,"['James Franco', ' Dave Franco', ' Ari Graynor', ' Seth Rogen']",104,https://www.imdb.com/title/tt3521126/
Den 12. mann,2017,7.4,"['Thomas Gullestad', ' Jonathan Rhys Meyers', ' Marie Blokhus', ' Mads Sjøgård Pettersen']",135,https://www.imdb.com/title/tt3300980/
War for the Planet of the Apes,2017,7.4,"['Andy Serkis', ' Woody Harrelson', ' Steve Zahn', ' Karin Konoval']",140,https://www.imdb.com/title/tt3450958/
It,2017,7.3,"['Bill Skarsgård', ' Jaeden Martell', ' Finn Wolfhard', ' Sophia Lillis']",135,https://www.imdb.com/title/tt1396484/
Molly's Game,2017,7.4,"['Jessica Chastain', ' Idris Elba', ' Kevin Costner', ' Michael Cera']",140,https://www.imdb.com/title/tt4209788/
Darkest Hour,2017,7.4,"['Gary Oldman', ' Lily James', ' Kristin Scott Thomas', ' Ben Mendelsohn']",125,https://www.imdb.com/title/tt4555426/
Good Time,2017,7.4,"['Robert Pattinson', ' Benny Safdie', ' Jennifer Jason Leigh', ' Buddy Duress']",102,https://www.imdb.com/title/tt4846232/
Lady Bird,2017,7.4,"['Saoirse Ronan', ' Laurie Metcalf', ' Tracy Letts', ' Lucas Hedges']",94,https://www.imdb.com/title/tt4925292/
120 battements par minute,2017,7.4,"['Nahuel Pérez Biscayart', ' Arnaud Valois', ' Adèle Haenel', ' Antoine Reinartz']",143,https://www.imdb.com/title/tt6135348/
The Whiskey Bandit,2017,7.4,"['Bence Szalay', ' Zoltán Schneider', ' Viktor Klem', ' Piroska Móga']",126,https://www.imdb.com/title/tt5871080/
Lucky,2017,7.4,"['Harry Dean Stanton', ' David Lynch', ' Ron Livingston', ' Ed Begley Jr']",88,https://www.imdb.com/title/tt5859238/
Loving Vincent,2017,7.8,"['Douglas Booth', ' Jerome Flynn', ' Robert Gulaczyk', ' Helen McCrory']",94,https://www.imdb.com/title/tt3262342/
Tikli and Laxmi Bomb,2017,7.8,"['Chitrangada Chakraborty', ' Vibhawari Deshpande', ' Saharsh Kumar Shukla', ' Divya Unny']",151,https://www.imdb.com/title/tt5983262/
Ittefaq,2017,7.3,"['Sidharth Malhotra', ' Sonakshi Sinha', ' Akshaye Khanna', ' Mandira Bedi']",105,https://www.imdb.com/title/tt6692354/
Secret Superstar,2017,7.8,"['Zaira Wasim', ' Meher Vij', ' Raj Arjun', ' Aamir Khan']",150,https://www.imdb.com/title/tt6108090/
Baahubali 2: The Conclusion,2017,8.2,"['Prabhas', ' Rana Daggubati', ' Anushka Shetty', ' Tamannaah Bhatia']",167,https://www.imdb.com/title/tt4849438/
Spider-Man: Homecoming,2017,7.4,"['Tom Holland', ' Michael Keaton', ' Robert Downey Jr', ' Marisa Tomei']",133,https://www.imdb.com/title/tt2250912/
Mudbound,2017,7.4,"['Jason Mitchell', ' Carey Mulligan', ' Jason Clarke', ' Mary J Blige']",134,https://www.imdb.com/title/tt2396589/
The Breadwinner,2017,7.7,"['Saara Chaudry', ' Soma Chhaya', ' Noorin Gulamgaus', ' Laara Sadiq']",94,https://www.imdb.com/title/tt3901826/
Get Out,2017,7.7,"['Daniel Kaluuya', ' Allison Williams', ' Bradley Whitford', ' Catherine Keener']",104,https://www.imdb.com/title/tt5052448/
Wind River,2017,7.7,"['Elizabeth Olsen', ' Jeremy Renner', ' Graham Greene', ' Kelsey Asbille']",107,https://www.imdb.com/title/tt5362988/
God's Own Country,2017,7.7,"['Josh OConnor', ' Alec Secareanu', ' Gemma Jones', ' Ian Hart']",104,https://www.imdb.com/title/tt5635086/
Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,2017,7.4,"['Yoshitsugu Matsuoka', ' Haruka Tomatsu', ' Kanae Itô', ' Ayana Taketatsu']",119,https://www.imdb.com/title/tt5544384/
L'insulte,2017,7.7,"['Adel Karam', ' Kamel El Basha', ' Camille Salameh', ' Diamand Bou Abboud']",113,https://www.imdb.com/title/tt7048622/
Aile Arasinda,2017,7.7,"['Engin Günaydin', ' Demet Evgar', ' Erdal Özyagcilar', ' Devrim Yakut']",124,https://www.imdb.com/title/tt7642818/
Kamera o tomeru na!,2017,7.7,"['Takayuki Hamatsu', ' Yuzuki Akiyama', ' Harumi Shuhama', ' Kazuaki Nagaya']",96,https://www.imdb.com/title/tt7914416/
Sin-gwa ham-kke: Jwi-wa beol,2017,7.3,"['Ha Jungwoo', ' TaeHyun Cha', ' Ju JiHoon', ' Hyanggi Kim']",139,https://www.imdb.com/title/tt7160070/
Hva vil folk si,2017,7.4,"['Maria Mozhdah', ' Adil Hussain', ' Ekavali Khanna', ' Rohit Saraf']",106,https://www.imdb.com/title/tt7213936/
Aritmiya,2017,7.4,"['Aleksandr Yatsenko', ' Irina Gorbacheva', ' Nikolay Shrayber', ' Maksim Lagashkin']",116,https://www.imdb.com/title/tt6952604/
Columbus,2017,7.3,"['John Cho', ' Haley Lu Richardson', ' Parker Posey', ' Michelle Forbes']",104,https://www.imdb.com/title/tt5990474/
Mersal,2017,7.8,"['Joseph Vijay', ' Nithya Menen', ' SJ Suryah', ' Kajal Aggarwal']",172,https://www.imdb.com/title/tt6485666/
Kiborgy. Heroyi ne vmyrayut,2017,7.8,"['Vyacheslav Dovzhenko', ' Roman Yasinovskiy', ' Andrey Isaenko', ' Viktor Zhdanov']",112,https://www.imdb.com/title/tt7691572/
"Three Billboards Outside Ebbing, Missouri",2017,8.1,"['Frances McDormand', ' Woody Harrelson', ' Sam Rockwell', ' Caleb Landry Jones']",115,https://www.imdb.com/title/tt5027774/
Der Hauptmann,2017,7.4,"['Max Hubacher', ' Alexander Fehling', ' Sebastian Rudolph', ' Max Thommes']",118,https://www.imdb.com/title/tt6763252/
Arjun Reddy,2017,8.1,"['Vijay Deverakonda', ' Shalini Pandey', ' Jia Sharma', ' Kanchana']",182,https://www.imdb.com/title/tt7294534/
96,2018,8.6,"['Vijay Sethupathi', ' Adithya Bhaskar', ' Trisha Krishnan', ' Gouri Kishan']",158,https://www.imdb.com/title/tt7019842/
Ratsasan,2018,8.4,"['Vishnu Vishal', ' Amala Paul', ' Radha Ravi', ' Sangili Murugan']",170,https://www.imdb.com/title/tt7060344/
Rangasthalam,2018,8.4,"['Ram Charan', ' Samantha Ruth Prabhu', ' Aadhi', ' Jagapathi Babu']",170,https://www.imdb.com/title/tt7392212/
Avengers: Infinity War,2018,8.4,"['Robert Downey Jr', ' Chris Hemsworth', ' Mark Ruffalo', ' Chris Evans']",149,https://www.imdb.com/title/tt4154756/
Capharnaüm,2018,8.4,"['Zain Al Rafeea', ' Yordanos Shiferaw', ' Boluwatife Treasure Bankole', ' Kawsar Al Haddad']",126,https://www.imdb.com/title/tt8267604/
Juzni vetar,2018,8.1,"['Milos Bikovic', ' Miodrag Radonjic', ' Dragan Bjelogrlic', ' Nebojsa Glogovac']",130,https://www.imdb.com/title/tt5207158/
Ahlat Agaci,2018,8.1,"['Dogu Demirkol', ' Murat Cemcir', ' Bennu Yildirimlar', ' Hazar Ergüçlü']",188,https://www.imdb.com/title/tt6628102/
Green Book,2018,8.2,"['Viggo Mortensen', ' Mahershala Ali', ' Linda Cardellini', ' Sebastian Maniscalco']",130,https://www.imdb.com/title/tt6966692/
Vada Chennai,2018,8.5,"['Dhanush', ' Ameer Sultan', ' Radha Ravi', ' Daniel Balaji']",164,https://www.imdb.com/title/tt5959980/
C/o Kancharapalem,2018,8.9,"['Radha Bessy', ' Subba Rao Vepada', ' Praneeta Patnaik', ' Karthik Rathnam']",152,https://www.imdb.com/title/tt7391996/
Pariyerum Perumal,2018,8.8,"['Kathir', ' Anandhi', ' Yogi Babu', ' Lijeesh']",154,https://www.imdb.com/title/tt8176054/
Kimi no suizô o tabetai,2018,8.1,"['Mahiro Takasugi', ' Lynn', ' Yukiyo Fujii', ' Yuma Uchida']",109,https://www.imdb.com/title/tt7236034/
K.G.F: Chapter 1,2018,8.3,"['Yash', ' Srinidhi Shetty', ' Ramachandra Raju', ' Archana Jois']",156,https://www.imdb.com/title/tt7838252/
Tumbbad,2018,8.3,"['Sohum Shah', ' Jyoti Malshe', ' Anita Date', ' Ronjini Chakraborty']",104,https://www.imdb.com/title/tt8239946/
Bizim Için Sampiyon,2018,8.3,"['Ekin Koç', ' Farah Zeynep Abdullah', ' Fikret Kuskan', ' Sibel Tasçioglu']",130,https://www.imdb.com/title/tt9124428/
Spider-Man: Een nieuw universum,2018,8.4,"['Shameik Moore', ' Jake Johnson', ' Hailee Steinfeld', ' Mahershala Ali']",117,https://www.imdb.com/title/tt4633694/
Badhaai ho,2018,8.0,"['Ayushmann Khurrana', ' Neena Gupta', ' Gajraj Rao', ' Sanya Malhotra']",124,https://www.imdb.com/title/tt7725596/
Andhadhun,2018,8.2,"['Ayushmann Khurrana', ' Tabu', ' Radhika Apte', ' Anil Dhawan']",139,https://www.imdb.com/title/tt8108198/
Mahanati,2018,8.5,"['Keerthy Suresh', ' Dulquer Salmaan', ' Samantha Ruth Prabhu', ' Vijay Deverakonda']",177,https://www.imdb.com/title/tt7465992/
Peranbu,2018,8.9,"['Mammootty', ' Sadhana', ' Anjali', ' Anjali Ameer']",147,https://www.imdb.com/title/tt7738784/
The Ballad of Buster Scruggs,2018,7.3,"['Tim Blake Nelson', ' Willie Watson', ' Clancy Brown', ' Danny McCarthy']",133,https://www.imdb.com/title/tt6412452/
Manbiki kazoku,2018,7.9,"['Lily Franky', ' Sakura Andô', ' Kirin Kiki', ' Mayu Matsuoka']",121,https://www.imdb.com/title/tt8075192/
Beoning,2018,7.5,"['Yoo Ahin', ' Steven Yeun', ' Jeon Jongseo', ' Kim SooKyung']",148,https://www.imdb.com/title/tt7282468/
Sayonara no asa ni yakusoku no hana o kazarô,2018,7.5,"['Manaka Iwami', ' Miyu Irino', ' Yôko Hikasa', ' Hiroaki Hirata']",115,https://www.imdb.com/title/tt7339826/
BlacKkKlansman,2018,7.5,"['John David Washington', ' Adam Driver', ' Laura Harrier', ' Topher Grace']",135,https://www.imdb.com/title/tt7349662/
October,2018,7.5,"['Varun Dhawan', ' Banita Sandhu', ' Gitanjali Rao', ' Sahil Vedoliyaa']",115,https://www.imdb.com/title/tt7700730/
My Hero Academia: Two Heroes,2018,7.5,"['Daiki Yamashita', ' Kenta Miyake', ' Mirai Shida', ' Nobuhiko Okamoto']",96,https://www.imdb.com/title/tt7745068/
A Star Is Born,2018,7.6,"['Lady Gaga', ' Bradley Cooper', ' Sam Elliott', ' Greg Grunberg']",136,https://www.imdb.com/title/tt1517451/
Incredibles 2,2018,7.6,"['Craig T Nelson', ' Holly Hunter', ' Sarah Vowell', ' Huck Milner']",118,https://www.imdb.com/title/tt3606756/
"Love, Simon",2018,7.6,"['Nick Robinson', ' Jennifer Garner', ' Josh Duhamel', ' Katherine Langford']",110,https://www.imdb.com/title/tt5164432/
Hotel Mumbai,2018,7.6,"['Dev Patel', ' Armie Hammer', ' Nazanin Boniadi', ' Anupam Kher']",123,https://www.imdb.com/title/tt5461944/
Bhavesh Joshi Superhero,2018,7.6,"['Harshvardhan Kapoor', ' Priyanshu Painyuli', ' Ashish Verma', ' Shreiyah Sabharwal']",154,https://www.imdb.com/title/tt6129302/
Zimna wojna,2018,7.6,"['Joanna Kulig', ' Tomasz Kot', ' Borys Szyc', ' Agata Kulesza']",89,https://www.imdb.com/title/tt6543652/
Ballon,2018,7.5,"['Friedrich Mücke', ' Karoline Schuch', ' David Kross', ' Alicia von Rittberg']",125,https://www.imdb.com/title/tt7125774/
Parmanu: The Story of Pokhran,2018,7.6,"['John Abraham', ' Boman Irani', ' Diana Penty', ' Anuja Sathe']",129,https://www.imdb.com/title/tt6826438/
Aravindha Sametha Veera Raghava,2018,7.6,"['NT Rama Rao Jr', ' Pooja Hegde', ' Jagapathi Babu', ' Naveen Chandra']",162,https://www.imdb.com/title/tt7765910/
Karwaan,2018,7.6,"['Irrfan Khan', ' Dulquer Salmaan', ' Mithila Palkar', ' Amala Akkineni']",114,https://www.imdb.com/title/tt7919680/
Mission: Impossible - Fallout,2018,7.7,"['Tom Cruise', ' Henry Cavill', ' Ving Rhames', ' Simon Pegg']",147,https://www.imdb.com/title/tt4912910/
Deadpool 2,2018,7.7,"['Ryan Reynolds', ' Josh Brolin', ' Morena Baccarin', ' Julian Dennison']",119,https://www.imdb.com/title/tt5463162/
Roma,2018,7.7,"['Yalitza Aparicio', ' Marina de Tavira', ' Diego Cortina Autrey', ' Carlos Peralta']",135,https://www.imdb.com/title/tt6155172/
Sanju,2018,7.7,"['Ranbir Kapoor', ' Paresh Rawal', ' Manisha Koirala', ' Vicky Kaushal']",155,https://www.imdb.com/title/tt6452574/
Bharat Ane Nenu,2018,7.7,"['Mahesh Babu', ' Kiara Advani', ' Prakash Raj', ' Sarath Kumar']",173,https://www.imdb.com/title/tt6980546/
Sir,2018,7.7,"['Tillotama Shome', ' Vivek Gomber', ' Geetanjali Kulkarni', ' Rahul Vohra']",99,https://www.imdb.com/title/tt7142506/
Ölümlü Dünya,2018,7.7,"['Ahmet Mümtaz Taylan', ' Alper Kul', ' Sarp Apak', ' Irem Sak']",107,https://www.imdb.com/title/tt7748244/
