title,rating,year,actors,languages,duration,url
The Hustler,8.0,1961,"['Paul Newman', ' Jackie Gleason', ' Piper Laurie', ' George C Scott']",['English'],134,https://www.imdb.com/title/tt0054997/
Il posto,8.0,1961,"['Sandro Panseri', ' Loredana Detto', ' Corrado Aprile', ' Guido Chiti']",['Italian'],93,https://www.imdb.com/title/tt0055320/
Splendor in the Grass,7.8,1961,"['Natalie Wood', ' Warren Beatty', ' Pat Hingle', ' Audrey Christie']",['English'],124,https://www.imdb.com/title/tt0055471/
Sweet Bird of Youth,7.3,1962,"['Paul Newman', ' Geraldine Page', ' Shirley Knight', ' Ed Begley']",['English'],120,https://www.imdb.com/title/tt0056541/
De stem in het duister,7.3,1962,"['Glenn Ford', ' Lee Remick', ' Stefanie Powers', ' Roy Poole']","['English', 'Cantonese']",123,https://www.imdb.com/title/tt0055972/
Zatôichi monogatari,7.6,1962,"['Shintarô Katsu', ' Masayo Banri', ' Ryûzô Shimada', ' Hajime Mitamura']",['Japanese'],96,https://www.imdb.com/title/tt0056714/
Vivre sa vie: Film en douze tableaux,8.0,1962,"['Anna Karina', ' Sady Rebbot', ' André S Labarthe', ' Guylaine Schlumberger']",['French'],80,https://www.imdb.com/title/tt0056663/
Eenzaam zijn de ontembaren,7.6,1962,"['Kirk Douglas', ' Gena Rowlands', ' Walter Matthau', ' Michael Kane']","['English', 'Spanish']",107,https://www.imdb.com/title/tt0056195/
Hud,7.8,1963,"['Paul Newman', ' Melvyn Douglas', ' Patricia Neal', ' Brandon De Wilde']",['English'],112,https://www.imdb.com/title/tt0057163/
America America,7.8,1963,"['Stathis Giallelis', ' Frank Wolff', ' Elena Karam', ' Harry Davis']",['English'],174,https://www.imdb.com/title/tt0056825/
Les tontons flingueurs,7.8,1963,"['Lino Ventura', ' Bernard Blier', ' Francis Blanche', ' Claude Rich']","['French', 'German', 'English']",105,https://www.imdb.com/title/tt0057591/
Ieri oggi domani,7.3,1963,"['Sophia Loren', ' Marcello Mastroianni', ' Aldo Giuffrè', ' Agostino Salvietti']",['Italian'],117,https://www.imdb.com/title/tt0057171/
Murder at the Gallop,7.3,1963,"['Margaret Rutherford', ' Stringer Davis', ' Robert Morley', ' Flora Robson']",['English'],81,https://www.imdb.com/title/tt0057334/
Fail Safe,8.0,1964,"['Henry Fonda', ' Walter Matthau', ' Fritz Weaver', ' Dan OHerlihy']",['English'],112,https://www.imdb.com/title/tt0058083/
Onibaba,8.0,1964,"['Nobuko Otowa', ' Jitsuko Yoshimura', ' Kei Satô', ' Jûkichi Uno']",['Japanese'],103,https://www.imdb.com/title/tt0058430/
Kaidan,8.0,1964,"['Rentarô Mikuni', ' Michiyo Aratama', ' Misako Watanabe', ' Kenjirô Ishiyama']",['Japanese'],183,https://www.imdb.com/title/tt0058279/
De trein,7.8,1964,"['Burt Lancaster', ' Paul Scofield', ' Jeanne Moreau', ' Suzanne Flon']","['English', 'German']",133,https://www.imdb.com/title/tt0059825/
Zulu,7.7,1964,"['Stanley Baker', ' Jack Hawkins', ' Ulla Jacobsson', ' James Booth']","['English', 'Zulu']",138,https://www.imdb.com/title/tt0058777/
Akahige,8.4,1965,"['Toshirô Mifune', ' Yûzô Kayama', ' Tsutomu Yamazaki', ' Reiko Dan']",['Japanese'],185,https://www.imdb.com/title/tt0058888/
The Flight of the Phoenix,7.5,1965,"['James Stewart', ' Richard Attenborough', ' Peter Finch', ' Hardy Krüger']","['English', 'Italian', 'Arabic']",142,https://www.imdb.com/title/tt0059183/
Guide,8.4,1965,"['Dev Anand', ' Waheeda Rehman', ' Leela Chitnis', ' Anwar Hussain']",['Hindi'],183,https://www.imdb.com/title/tt0059246/
Doctor Zhivago,8.0,1965,"['Omar Sharif', ' Julie Christie', ' Geraldine Chaplin', ' Rod Steiger']","['English', 'Russian', 'French']",197,https://www.imdb.com/title/tt0059113/
A Patch of Blue,8.0,1965,"['Sidney Poitier', ' Shelley Winters', ' Elizabeth Hartman', ' Wallace Ford']",['English'],105,https://www.imdb.com/title/tt0059573/
Dai-bosatsu tôge,8.0,1966,"['Tatsuya Nakadai', ' Michiyo Aratama', ' Yûzô Kayama', ' Yôko Naitô']",['Japanese'],120,https://www.imdb.com/title/tt0060277/
Tanin no kao,8.0,1966,"['Tatsuya Nakadai', ' Mikijirô Hira', ' Kyôko Kishida', ' Miki Irie']","['Japanese', 'German']",122,https://www.imdb.com/title/tt0061065/
Wie is bang voor Virginia Woolf?,8.0,1966,"['Elizabeth Taylor', ' Richard Burton', ' George Segal', ' Sandy Dennis']","['English', 'Latin', 'Spanish']",131,https://www.imdb.com/title/tt0061184/
Au hasard Balthazar,7.9,1966,"['Anne Wiazemsky', ' Walter Green', ' François Lafarge', ' JeanClaude Guilbert']","['French', 'Latin']",95,https://www.imdb.com/title/tt0060138/
Tot de laatste gangster,7.9,1966,"['Lino Ventura', ' Paul Meurisse', ' Raymond Pellegrin', ' Christine Fabréga']",['French'],150,https://www.imdb.com/title/tt0060305/
De Nacht van Inspecteur Tibbs,7.9,1967,"['Sidney Poitier', ' Rod Steiger', ' Warren Oates', ' Lee Grant']",['English'],110,https://www.imdb.com/title/tt0061811/
Playtime,7.9,1967,"['Jacques Tati', ' Barbara Dennek', ' Rita Maiden', ' France Rumilly']","['French', 'English', 'German']",155,https://www.imdb.com/title/tt0062136/
The Dirty Dozen,7.7,1967,"['Lee Marvin', ' Ernest Borgnine', ' Charles Bronson', ' John Cassavetes']","['English', 'German', 'French', 'Spanish', 'Latin']",150,https://www.imdb.com/title/tt0061578/
Cool Hand Luke,8.1,1967,"['Paul Newman', ' George Kennedy', ' Strother Martin', ' JD Cannon']",['English'],127,https://www.imdb.com/title/tt0061512/
Le samouraï,8.1,1967,"['Alain Delon', ' François Périer', ' Nathalie Delon', ' Cathy Rosier']",['French'],105,https://www.imdb.com/title/tt0062229/
Leeuw in de winter,7.9,1968,"['Peter OToole', ' Katharine Hepburn', ' Anthony Hopkins', ' John Castle']","['English', 'French', 'Latin']",134,https://www.imdb.com/title/tt0063227/
The Odd Couple,7.7,1968,"['Jack Lemmon', ' Walter Matthau', ' John Fiedler', ' Herb Edelman']",['English'],105,https://www.imdb.com/title/tt0063374/
Yabu no naka no kuroneko,7.7,1968,"['Kichiemon Nakamura', ' Nobuko Otowa', ' Kei Satô', ' Rokkô Toura']",['Japanese'],99,https://www.imdb.com/title/tt0122136/
Targets,7.4,1968,"['Tim OKelly', ' Boris Karloff', ' Arthur Peterson', ' Monte Landis']",['English'],90,https://www.imdb.com/title/tt0063671/
Night of the Living Dead,7.9,1968,"['Duane Jones', ' Judith ODea', ' Karl Hardman', ' Marilyn Eastman']",['English'],96,https://www.imdb.com/title/tt0063350/
Easy Rider,7.3,1969,"['Peter Fonda', ' Dennis Hopper', ' Jack Nicholson', ' Antonio Mendoza']","['English', 'Spanish', 'Greek, Ancient (to 1453)']",95,https://www.imdb.com/title/tt0064276/
The Italian Job,7.3,1969,"['Michael Caine', ' Noël Coward', ' Benny Hill', ' Raf Vallone']","['English', 'Italian']",99,https://www.imdb.com/title/tt0064505/
Pak de poen en smeer 'm,7.3,1969,"['Woody Allen', ' Janet Margolin', ' Marcel Hillaire', ' Jacquelyn Hyde']","['English', 'Yiddish']",85,https://www.imdb.com/title/tt0065063/
The Passion of Anna,7.7,1969,"['Liv Ullmann', ' Bibi Andersson', ' Max von Sydow', ' Erland Josephson']",['Swedish'],101,https://www.imdb.com/title/tt0064793/
The Wild Bunch,7.9,1969,"['William Holden', ' Ernest Borgnine', ' Robert Ryan', ' Edmond OBrien']","['English', 'Spanish', 'German']",145,https://www.imdb.com/title/tt0065214/
El Topo,7.4,1970,"['Alejandro Jodorowsky', ' Brontis Jodorowsky', ' José Legarreta', ' Alfonso Arau']",['Spanish'],125,https://www.imdb.com/title/tt0067866/
Beloe solntse pustyni,7.8,1970,"['Anatoliy Kuznetsov', ' Pavel Luspekayev', ' Spartak Mishulin', ' Kakhi Kavsadze']",['Russian'],84,https://www.imdb.com/title/tt0066565/
Little Big Man,7.6,1970,"['Dustin Hoffman', ' Faye Dunaway', ' Chief Dan George', ' Martin Balsam']",['English'],139,https://www.imdb.com/title/tt0065988/
Kelly's Heroes,7.6,1970,"['Clint Eastwood', ' Telly Savalas', ' Don Rickles', ' Carroll OConnor']","['English', 'French', 'German']",144,https://www.imdb.com/title/tt0065938/
Patton,7.9,1970,"['George C Scott', ' Karl Malden', ' Stephen Young', ' Michael Strong']","['English', 'German', 'French', 'Russian', 'Arabic', 'Italian']",172,https://www.imdb.com/title/tt0066206/
Get Carter,7.4,1971,"['Michael Caine', ' Ian Hendry', ' Britt Ekland', ' John Osborne']",['English'],112,https://www.imdb.com/title/tt0067128/
The Tragedy of Macbeth,7.4,1971,"['Jon Finch', ' Francesca Annis', ' Martin Shaw', ' Terence Bayler']",['English'],140,https://www.imdb.com/title/tt0067372/
Straw Dogs,7.5,1971,"['Dustin Hoffman', ' Susan George', ' Peter Vaughan', ' TP McKenna']",['English'],113,https://www.imdb.com/title/tt0067800/
A New Leaf,7.4,1971,"['Walter Matthau', ' Elaine May', ' Jack Weston', ' George Rose']",['English'],102,https://www.imdb.com/title/tt0067482/
Harold and Maude,7.9,1971,"['Ruth Gordon', ' Bud Cort', ' Vivian Pickles', ' Cyril Cusack']",['English'],91,https://www.imdb.com/title/tt0067185/
The Way of the Dragon,7.3,1972,"['Bruce Lee', ' Chuck Norris', ' Nora Miao', ' PingOu Wei']","['Mandarin', 'Cantonese', 'English', 'Italian']",99,https://www.imdb.com/title/tt0068935/
"What's Up, Doc?",7.7,1972,"['Barbra Streisand', ' Ryan ONeal', ' Madeline Kahn', ' Kenneth Mars']",['English'],94,https://www.imdb.com/title/tt0069495/
Deliverance,7.7,1972,"['Jon Voight', ' Burt Reynolds', ' Ned Beatty', ' Ronny Cox']",['English'],109,https://www.imdb.com/title/tt0068473/
Die bitteren Tränen der Petra von Kant,7.7,1972,"['Margit Carstensen', ' Hanna Schygulla', ' Katrin Schaake', ' Eva Mattes']",['German'],124,https://www.imdb.com/title/tt0068278/
"L'amour, l'après-midi",7.7,1972,"['Bernard Verley', ' Zouzou', ' Françoise Verley', ' Daniel Ceccaldi']",['French'],97,https://www.imdb.com/title/tt0068205/
O Lucky Man!,7.7,1973,"['Malcolm McDowell', ' Ralph Richardson', ' Rachel Roberts', ' Arthur Lowe']",['English'],178,https://www.imdb.com/title/tt0070464/
Scarecrow,7.3,1973,"['Gene Hackman', ' Al Pacino', ' Dorothy Tristan', ' Ann Wedgeworth']",['English'],112,https://www.imdb.com/title/tt0070643/
Pat Garrett & Billy the Kid,7.3,1973,"['James Coburn', ' Kris Kristofferson', ' Richard Jaeckel', ' Katy Jurado']",['English'],122,https://www.imdb.com/title/tt0070518/
Jesus Christ Superstar,7.4,1973,"['Ted Neeley', ' Carl Anderson', ' Yvonne Elliman', ' Barry Dennen']",['English'],106,https://www.imdb.com/title/tt0070239/
Emperor of the North Pole,7.3,1973,"['Lee Marvin', ' Ernest Borgnine', ' Keith Carradine', ' Charles Tyner']",['English'],118,https://www.imdb.com/title/tt0070030/
"Watch Out, We're Mad",7.4,1974,"['Terence Hill', ' Bud Spencer', ' Patty Shepard', ' Deogratias Huerta']",['Italian'],102,https://www.imdb.com/title/tt0069697/
Lacombe Lucien,7.7,1974,"['Pierre Blaise', ' Aurore Clément', ' Holger Löwenadler', ' Therese Giehse']","['French', 'German', 'English']",138,https://www.imdb.com/title/tt0071733/
Alice Doesn't Live Here Anymore,7.3,1974,"['Ellen Burstyn', ' Kris Kristofferson', ' Mia Bendixsen', ' Alfred Lutter III']",['English'],112,https://www.imdb.com/title/tt0071115/
The Front Page,7.3,1974,"['Jack Lemmon', ' Walter Matthau', ' Susan Sarandon', ' Vincent Gardenia']",['English'],105,https://www.imdb.com/title/tt0071524/
Murder on the Orient Express,7.3,1974,"['Albert Finney', ' Lauren Bacall', ' Ingrid Bergman', ' Sean Connery']","['English', 'French', 'German', 'Turkish', 'Italian', 'Swedish']",128,https://www.imdb.com/title/tt0071877/
"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",7.8,1975,"['Delphine Seyrig', ' Jan Decorte', ' Henri Storck', ' Jacques DoniolValcroze']",['French'],202,https://www.imdb.com/title/tt0073198/
Fantozzi,7.9,1975,"['Paolo Villaggio', ' Anna Mazzamauro', ' Gigi Reder', ' Giuseppe Anatrelli']","['Italian', 'Japanese', 'French', 'German']",108,https://www.imdb.com/title/tt0071486/
The Man Who Would Be King,7.8,1975,"['Sean Connery', ' Michael Caine', ' Christopher Plummer', ' Saeed Jaffrey']","['English', 'Arabic', 'Urdu']",129,https://www.imdb.com/title/tt0073341/
Zeven schoonheden,7.8,1975,"['Giancarlo Giannini', ' Fernando Rey', ' Shirley Stoler', ' Elena Fiore']","['Italian', 'German', 'Neapolitan', 'Spanish', 'English']",116,https://www.imdb.com/title/tt0075040/
Nashville,7.7,1975,"['Keith Carradine', ' Karen Black', ' Ronee Blakley', ' Shelley Duvall']",['English'],160,https://www.imdb.com/title/tt0073440/
Carrie,7.4,1976,"['Sissy Spacek', ' Piper Laurie', ' Amy Irving', ' John Travolta']",['English'],98,https://www.imdb.com/title/tt0074285/
Assault on Precinct 13,7.4,1976,"['Austin Stoker', ' Darwin Joston', ' Laurie Zimmer', ' Martin West']",['English'],91,https://www.imdb.com/title/tt0074156/
Le jouet,7.5,1976,"['Pierre Richard', ' Michel Bouquet', ' Fabrice Greco', ' Jacques François']",['French'],95,https://www.imdb.com/title/tt0074720/
The Omen,7.5,1976,"['Gregory Peck', ' Lee Remick', ' Harvey Stephens', ' David Warner']","['English', 'Latin', 'Italian']",111,https://www.imdb.com/title/tt0075005/
Network,8.1,1976,"['Faye Dunaway', ' William Holden', ' Peter Finch', ' Robert Duvall']",['English'],121,https://www.imdb.com/title/tt0074958/
Stroszek,7.8,1977,"['Bruno S', ' Eva Mattes', ' Clemens Scheitz', ' Wilhelm von Homburg']","['German', 'English', 'Turkish']",115,https://www.imdb.com/title/tt0075276/
Sakar Sakir,8.1,1977,"['Kemal Sunal', ' Adile Nasit', ' Ali Sen', ' Ünal Gürel']",['Turkish'],81,https://www.imdb.com/title/tt0253621/
Una giornata particolare,8.1,1977,"['Sophia Loren', ' Marcello Mastroianni', ' John Vernon', ' Françoise Berd']",['Italian'],106,https://www.imdb.com/title/tt0076085/
Gülen Gözler,8.5,1977,"['Münir Özkul', ' Adile Nasit', ' Halit Akçatepe', ' Müjde Ar']",['Turkish'],97,https://www.imdb.com/title/tt0289967/
3 Women,7.8,1977,"['Shelley Duvall', ' Sissy Spacek', ' Janice Rule', ' Robert Fortier']",['English'],124,https://www.imdb.com/title/tt0075612/
Midnight Express,7.6,1978,"['Brad Davis', ' Irene Miracle', ' Bo Hopkins', ' Paolo Bonacelli']","['English', 'Maltese', 'French', 'Turkish']",121,https://www.imdb.com/title/tt0077928/
Halloween,7.7,1978,"['Donald Pleasence', ' Jamie Lee Curtis', ' Tony Moran', ' Nancy Kyes']",['English'],91,https://www.imdb.com/title/tt0077651/
Straight Time,7.4,1978,"['Dustin Hoffman', ' Theresa Russell', ' Gary Busey', ' Harry Dean Stanton']","['English', 'Spanish', 'Cantonese']",114,https://www.imdb.com/title/tt0078326/
The Silent Partner,7.4,1978,"['Elliott Gould', ' Christopher Plummer', ' Susannah York', ' Céline Lomez']",['English'],106,https://www.imdb.com/title/tt0078269/
Neseli Günler,8.7,1978,"['Münir Özkul', ' Adile Nasit', ' Sener Sen', ' Aysen Gruda']",['Turkish'],92,https://www.imdb.com/title/tt0765833/
The Wanderers,7.4,1979,"['Ken Wahl', ' Karen Allen', ' John Friedrich', ' Toni Kalem']","['English', 'Italian']",112,https://www.imdb.com/title/tt0080117/
Fukushû suru wa ware ni ari,7.8,1979,"['Ken Ogata', ' Rentarô Mikuni', ' Chôchô Miyako', ' Mitsuko Baishô']","['Japanese', 'English']",140,https://www.imdb.com/title/tt0079182/
Die Blechtrommel,7.5,1979,"['David Bennent', ' Mario Adorf', ' Angela Winkler', ' Katharina Thalbach']","['German', 'Italian', 'Hebrew', 'Polish', 'Russian', 'Latin']",142,https://www.imdb.com/title/tt0078875/
A Little Romance,7.5,1979,"['Laurence Olivier', ' Diane Lane', ' Thelonious Bernard', ' Arthur Hill']","['English', 'French', 'Italian']",110,https://www.imdb.com/title/tt0079477/
Nosferatu: Phantom der Nacht,7.5,1979,"['Klaus Kinski', ' Isabelle Adjani', ' Bruno Ganz', ' Roland Topor']","['German', 'English', 'Romany']",107,https://www.imdb.com/title/tt0079641/
Raging Bull,8.2,1980,"['Robert De Niro', ' Cathy Moriarty', ' Joe Pesci', ' Frank Vincent']",['English'],129,https://www.imdb.com/title/tt0081398/
Ko to tamo peva,8.8,1980,"['Pavle Vuisic', ' Dragan Nikolic', ' Danilo Bata Stojkovic', ' Aleksandar Bercek']",['Serbo-Croatian'],86,https://www.imdb.com/title/tt0076276/
Kagemusha,8.0,1980,"['Tatsuya Nakadai', ' Tsutomu Yamazaki', ' Kenichi Hagiwara', ' Jinpachi Nezu']",['Japanese'],180,https://www.imdb.com/title/tt0080979/
Pixote: A Lei do Mais Fraco,8.0,1980,"['Fernando Ramos da Silva', ' Jorge Julião', ' Gilberto Moura', ' Edilson Lino']",['Portuguese'],128,https://www.imdb.com/title/tt0082912/
The Long Good Friday,7.6,1980,"['Bob Hoskins', ' Helen Mirren', ' Paul Freeman', ' Leo Dolan']","['English', 'French']",114,https://www.imdb.com/title/tt0081070/
Gallipoli,7.4,1981,"['Mel Gibson', ' Mark Lee', ' Bill Kerr', ' Harold Hopkins']","['English', 'Arabic', 'French']",110,https://www.imdb.com/title/tt0082432/
My Dinner with Andre,7.8,1981,"['Andre Gregory', ' Wallace Shawn', ' Jean Lenauer', ' Roy Butler']","['English', 'French']",110,https://www.imdb.com/title/tt0082783/
Excalibur,7.4,1981,"['Nigel Terry', ' Helen Mirren', ' Nicholas Clay', ' Cherie Lunghi']",['English'],140,https://www.imdb.com/title/tt0082348/
Blow Out,7.4,1981,"['John Travolta', ' Nancy Allen', ' John Lithgow', ' Dennis Franz']",['English'],108,https://www.imdb.com/title/tt0082085/
Body Heat,7.4,1981,"['William Hurt', ' Kathleen Turner', ' Richard Crenna', ' Ted Danson']",['English'],113,https://www.imdb.com/title/tt0082089/
The Thing,8.1,1982,"['Kurt Russell', ' Wilford Brimley', ' Keith David', ' Richard Masur']","['English', 'Norwegian']",109,https://www.imdb.com/title/tt0084787/
Fitzcarraldo,8.1,1982,"['Klaus Kinski', ' Claudia Cardinale', ' José Lewgoy', ' Miguel Ángel Fuentes']","['German', 'English', 'Spanish', 'Quechua', 'Italian']",158,https://www.imdb.com/title/tt0083946/
Çiçek Abbas,8.1,1982,"['Ilyas Salman', ' Sener Sen', ' Aysen Gruda', ' Pembe Mutlu']",['Turkish'],87,https://www.imdb.com/title/tt0263208/
Fanny och Alexander,8.1,1982,"['Bertil Guve', ' Pernilla Allwin', ' Kristina Adolphson', ' Börje Ahlstedt']","['Swedish', 'German', 'Yiddish', 'English', 'French']",188,https://www.imdb.com/title/tt0083922/
My Favorite Year,7.4,1982,"['Peter OToole', ' Mark LinnBaker', ' Jessica Harper', ' Joseph Bologna']",['English'],92,https://www.imdb.com/title/tt0084370/
Hadashi no Gen,8.0,1983,"['Issei Miyazaki', ' Catherine Battistone', ' Yoshie Shimamura', ' Iona Morris']","['Japanese', 'English']",83,https://www.imdb.com/title/tt0085218/
Nostalgia,8.1,1983,"['Oleg Yankovskiy', ' Erland Josephson', ' Domiziana Giordano', ' Patrizia Terreno']","['Russian', 'Italian']",125,https://www.imdb.com/title/tt0086022/
E la nave va,7.6,1983,"['Freddie Jones', ' Barbara Jefford', ' Victor Poletti', ' Peter Cellier']","['Italian', 'German', 'Serbian', 'Russian']",132,https://www.imdb.com/title/tt0087188/
A Christmas Story,7.9,1983,"['Peter Billingsley', ' Melinda Dillon', ' Darren McGavin', ' Scott Schwartz']",['English'],93,https://www.imdb.com/title/tt0085334/
El Norte,7.7,1983,"['Zaide Silvia Gutiérrez', ' David Villalpando', ' Ernesto Gómez Cruz', ' Alicia del Lago']","['Spanish', 'Maya', 'English']",141,https://www.imdb.com/title/tt0085482/
Stranger Than Paradise,7.5,1984,"['John Lurie', ' Eszter Balint', ' Richard Edson', ' Cecillia Stark']","['English', 'Hungarian', 'Italian']",89,https://www.imdb.com/title/tt0088184/
Ronja Rövardotter,7.3,1984,"['Hanna Zetterberg', ' Dan Håfström', ' Börje Ahlstedt', ' Lena Nyman']","['Swedish', 'English', 'German']",126,https://www.imdb.com/title/tt0088015/
The Natural,7.5,1984,"['Robert Redford', ' Robert Duvall', ' Glenn Close', ' Kim Basinger']",['English'],138,https://www.imdb.com/title/tt0087781/
A Passage to India,7.3,1984,"['Judy Davis', ' Victor Banerjee', ' Peggy Ashcroft', ' James Fox']","['English', 'Hindi']",164,https://www.imdb.com/title/tt0087892/
Het uur van de waarheid,7.3,1984,"['Ralph Macchio', ' Pat Morita', ' Elisabeth Shue', ' Martin Kove']","['English', 'Japanese']",126,https://www.imdb.com/title/tt0087538/
The Return of the Living Dead,7.3,1985,"['Clu Gulager', ' James Karen', ' Don Calfa', ' Thom Mathews']",['English'],91,https://www.imdb.com/title/tt0089907/
Terug naar de toekomst,8.5,1985,"['Michael J Fox', ' Christopher Lloyd', ' Lea Thompson', ' Crispin Glover']",['English'],116,https://www.imdb.com/title/tt0088763/
The Breakfast Club,7.8,1985,"['Emilio Estevez', ' Judd Nelson', ' Molly Ringwald', ' Ally Sheedy']",['English'],97,https://www.imdb.com/title/tt0088847/
The Color Purple,7.8,1985,"['Danny Glover', ' Whoopi Goldberg', ' Oprah Winfrey', ' Margaret Avery']",['English'],154,https://www.imdb.com/title/tt0088939/
The Goonies,7.8,1985,"['Sean Astin', ' Josh Brolin', ' Jeff Cohen', ' Corey Feldman']","['English', 'Spanish', 'Cantonese', 'Italian']",114,https://www.imdb.com/title/tt0089218/
Aliens,8.3,1986,"['Sigourney Weaver', ' Michael Biehn', ' Carrie Henn', ' Paul Reiser']",['English'],137,https://www.imdb.com/title/tt0090605/
37°2 le matin,7.4,1986,"['JeanHugues Anglade', ' Béatrice Dalle', ' Gérard Darmon', ' Consuelo De Haviland']",['French'],185,https://www.imdb.com/title/tt0090563/
Labyrinth,7.4,1986,"['David Bowie', ' Jennifer Connelly', ' Toby Froud', ' Shelley Thompson']",['English'],101,https://www.imdb.com/title/tt0091369/
The Mission,7.4,1986,"['Robert De Niro', ' Jeremy Irons', ' Ray McAnally', ' Aidan Quinn']","['English', 'Guarani', 'Spanish', 'Latin']",125,https://www.imdb.com/title/tt0091530/
Big Trouble in Little China,7.3,1986,"['Kurt Russell', ' Kim Cattrall', ' Dennis Dun', ' James Hong']","['English', 'Cantonese']",99,https://www.imdb.com/title/tt0090728/
Maurice,7.7,1987,"['James Wilby', ' Rupert Graves', ' Hugh Grant', ' Denholm Elliott']",['English'],140,https://www.imdb.com/title/tt0093512/
The Last Emperor,7.7,1987,"['John Lone', ' Joan Chen', ' Peter OToole', ' Ruocheng Ying']","['English', 'Mandarin', 'Japanese']",163,https://www.imdb.com/title/tt0093389/
Ôritsu uchûgun Oneamisu no tsubasa,7.3,1987,"['Leo Morimoto', ' David Thomas', ' Mitsuki Yayoi', ' Heidi Lenhart']",['Japanese'],121,https://www.imdb.com/title/tt0093207/
Khane-ye doust kodjast?,8.1,1987,"['Babek Ahmed Poor', ' Ahmed Ahmed Poor', ' Khodabakhsh Defaei', ' Iran Outari']",['Persian'],83,https://www.imdb.com/title/tt0093342/
The Princess Bride,8.1,1987,"['Cary Elwes', ' Mandy Patinkin', ' Robin Wright', ' Chris Sarandon']",['English'],98,https://www.imdb.com/title/tt0093779/
Qayamat Se Qayamat Tak,7.5,1988,"['Aamir Khan', ' Juhi Chawla', ' Goga Kapoor', ' Dalip Tahil']","['Hindi', 'Urdu']",162,https://www.imdb.com/title/tt0095936/
Midnight Run,7.5,1988,"['Robert De Niro', ' Charles Grodin', ' Yaphet Kotto', ' John Ashton']",['English'],126,https://www.imdb.com/title/tt0095631/
The Last Temptation of Christ,7.5,1988,"['Willem Dafoe', ' Harvey Keitel', ' Barbara Hershey', ' Paul Greco']",['English'],164,https://www.imdb.com/title/tt0095497/
A Fish Called Wanda,7.5,1988,"['John Cleese', ' Jamie Lee Curtis', ' Kevin Kline', ' Michael Palin']","['English', 'Italian', 'Russian', 'French']",108,https://www.imdb.com/title/tt0095159/
Beetle Juice,7.5,1988,"['Alec Baldwin', ' Geena Davis', ' Michael Keaton', ' Annie McEnroe']",['English'],92,https://www.imdb.com/title/tt0094721/
Steel Magnolias,7.3,1989,"['Shirley MacLaine', ' Olympia Dukakis', ' Sally Field', ' Julia Roberts']",['English'],117,https://www.imdb.com/title/tt0098384/
Do the Right Thing,8.0,1989,"['Danny Aiello', ' Ossie Davis', ' Ruby Dee', ' Richard Edson']","['English', 'Italian', 'Spanish', 'Korean']",120,https://www.imdb.com/title/tt0097216/
National Lampoon's Christmas Vacation,7.6,1989,"['Chevy Chase', ' Beverly DAngelo', ' Juliette Lewis', ' Johnny Galecki']",['English'],97,https://www.imdb.com/title/tt0097958/
Der siebente Kontinent,7.7,1989,"['Birgit Doll', ' Dieter Berner', ' Leni Tanzer', ' Udo Samel']","['German', 'French', 'English']",104,https://www.imdb.com/title/tt0098327/
Lean on Me,7.4,1989,"['Morgan Freeman', ' Beverly Todd', ' Robert Guillaume', ' Alan North']","['English', 'Spanish', 'Portuguese']",108,https://www.imdb.com/title/tt0097722/
Nikita,7.3,1990,"['Anne Parillaud', ' Marc Duret', ' Patrick Fontana', ' Alain Lathière']","['French', 'Italian', 'English']",117,https://www.imdb.com/title/tt0100263/
Miller's Crossing,7.7,1990,"['Gabriel Byrne', ' Albert Finney', ' John Turturro', ' Marcia Gay Harden']","['English', 'Italian', 'Irish Gaelic', 'Yiddish']",115,https://www.imdb.com/title/tt0100150/
Le mari de la coiffeuse,7.3,1990,"['Jean Rochefort', ' Anna Galiena', ' Roland Bertin', ' Maurice Chevit']","['French', 'Arabic']",82,https://www.imdb.com/title/tt0100112/
"Back to the future, deel 3",7.4,1990,"['Michael J Fox', ' Christopher Lloyd', ' Mary Steenburgen', ' Thomas F Wilson']",['English'],118,https://www.imdb.com/title/tt0099088/
Ju Dou,7.7,1990,"['Gong Li', ' Wei Li', ' Baotian Li', ' Zhang Yi']",['Mandarin'],95,https://www.imdb.com/title/tt0099902/
Toto le héros,7.6,1991,"['Michel Bouquet', ' Mireille Perrier', ' Jo De Backer', ' Thomas Godet']",['French'],91,https://www.imdb.com/title/tt0103105/
Omohide poro poro,7.6,1991,"['Miki Imai', ' Toshirô Yanagiba', ' Yoko Honna', ' Mayumi Izuka']","['Japanese', 'Bulgarian']",118,https://www.imdb.com/title/tt0102587/
Pappa ante Portas,7.9,1991,"['Evelyn Hamann', ' Vicco von Bülow', ' Irm Hermann', ' HansPeter Korff']",['German'],89,https://www.imdb.com/title/tt0102629/
Europa,7.6,1991,"['Barbara Sukowa', ' JeanMarc Barr', ' Udo Kier', ' ErnstHugo Järegård']","['English', 'German']",112,https://www.imdb.com/title/tt0101829/
Mediterraneo,7.5,1991,"['Diego Abatantuono', ' Claudio Bigagli', ' Giuseppe Cederna', ' Claudio Bisio']","['Italian', 'English', 'Greek', 'Turkish']",96,https://www.imdb.com/title/tt0102426/
Passion Fish,7.4,1992,"['Mary McDonnell', ' Alfre Woodard', ' Angela Bassett', ' Lenore Banks']","['English', 'French']",135,https://www.imdb.com/title/tt0105107/
